OLD_CODE;NEW_CODE
cyb-p226-x-five;pnevmaticheskiy-pistolet-cybergun-p226-x-five-blowback
cyb_mini_uzi;pnevmaticheskiy_pistolet_cybergun_mini_uzi
cyb_gsr_1911;pnevmaticheskiy_pistolet_cybergun_gsr_1911
asg_dan_wes_6;pnevmaticheskiy_pistolet_asg_dan_wesson_6
asg-st-d-one-b;pnevmaticheskiy-pistolet-asg-sti-duty-one-blowback
asg_cz_75d_c;pnevmaticheskiy_pistolet_asg_cz_75_d_compact_plastik
asg_stm9_a1m;pnevmaticheskiy_pistolet_asg_steyr_m9_a1_metallicheskiy_zatvor
asg_mann_m9_a1;pnevmaticheskiy_pistolet_asg_steyr_mannlicher_m9_a1_plastikovyy_zatvor
asg_cz_75d_met;pnevmaticheskiy_pistolet_asg_cz_75_d_compact_plastik_podvizhnyy_nikelirovannyy_metallicheskiy_zatvor
asg-bp9-17301;pistolet-pnevmaticheskiy-asg-bersa-bp9cc-17301-blowback-kal-4-5-mm
smersh-h1-pm;pnevmaticheskiy-pistolet-smersh-h1-pm-blowback
smersh-h52-uzi;pnevmaticheskiy-pistolet-smersh-h52-uzi-blowback
tt_smersh_h51;pnevmaticheskiy_pistolet_tt_smersh_h51
smersh-h-9;pnevmaticheskiy-pistolet-smersh-h-9-blowback
smersh_h_13;pnevmaticheskiy_pistolet_smersh_h_13_4_5mm
smersh_h14;pnevmaticheskiy_pistolet_smersh_h14_4_5mm
smersh_h18;pnevmaticheskiy_pistolet_smersh_h18_4_5mm
smersh_h_20;pnevmaticheskiy_pistolet_smersh_h_20_4_5mm
tir_ppa_k_01;pnevmaticheskiy_pistolet_tireks_ppa_k_01_so_skladnym_prikladom
cyb-gsg-ber-92;pnevmaticheskiy-pistolet-gsg-92-blowback
asg_dan_25_s;pnevmaticheskiy_pistolet_asg_dan_wesson_2_5_serebristyy_silver
asg_wes_4_d;pnevmaticheskiy_pistolet_asg_dan_wesson_4_dyuyma
asg_dan_25_g;pnevmaticheskiy_pistolet_asg_dan_wesson_2_5_gold
asg_sti_dut_one;pnevmaticheskiy_pistolet_asg_sti_duty_one
asg-75-07-16533;pnevmaticheskiy-pistolet-asg-cz-75-p-07-duty-dt-blowback-dvutsvetnyy-16533-
com-100;pnevmaticheskaya_vintovka_cometa_100
g-forest;gamo_forest
d-p1000-p1000-TH;pnevmaticheskaya_vintovka_diana_p1000_p1000_th
g-h-dx-c;gamo_hunter_dx_combo
fx-ind;pnevmaticheskaya_vintovka_fx_independence
d-31-cam;pnevmaticheskaya_vintovka_diana_31_panther_camo
anik_b_a_2002m;pnevmaticheskiy_pistolet_aniks_berkut_a_2002m_anics_berkut_a_2002_magnum
cros_c_tt;pnevmaticheskiy_pistolet_crosman_c_tt
cyb_m_84;pnevmaticheskiy_pistolet_cybergun_m_84
c-pcp-ch2009s;crosman_pcp_challenger_ch2009s_plastik
gamo_p23_com_l;pnevmaticheskiy_pistolet_gamo_p_23_combo_laser
atam-115-rb;pnevmaticheskaya_vintovka_karabin_ataman_m2r
u-cx4-s-com-ii;pnevmaticheskaya_vintovka_umarex_cx4_storm_commando_ii
um-br-pho;pnevmaticheskaya_vintovka_umarex_browning_phoenix
cros-rg177d;crosman_rem_genesis_rg177d
c-np-8-bt1k77snp;crosman_trail_np_8_bt1k77snp_plastik
c-8-bt1k77wnp;crosman_trail_np_8_bt1k77wnp_derevo
c-08-rnp77xdcm;crosman_rem_npss_8_rnp77xdcm
glet_clt_1911;pnevmaticheskiy_pistolet_gletcher_clt_1911
glet_92fs_auto;pnevmaticheskiy_pistolet_gletcher_brt_92fs_auto
g-b-c-1250;gamo_big_cat_1250_plastik
gam-cfr-w;gamo_cfr_whisper_plastik
g-s-c;gamo_shadow_csi_camo_plastik
g-delta;gamo_delta_plastik
g-d-f-whi;gamo_delta_fox_whisper_plastik
g-xtr-co2;gamo_extreme_co2_plastik
g-h-dx;gamo_hunter_dx_derevo
g-h-evo;gamo_hunter_evo_derevo
g-h-igt;gamo_hunter_igt_derevo
alfa-17-camo;alfamax_mod_17_camo
g-shad-dx;gamo_shadow_dx_plastik
g-shad-igt;gamo_shadow_igt_plastik
bor_pm49;pnevmaticheskiy_pistolet_borner_pm49
g-soc-1250;gamo_socom_1250_plastik
g-soc-car-lux;gamo_socom_carbine_luxe_plastik
g-soc-tac;gamo_socom_tactical_plastik
g-vip-bar;gamo_viper_barricade_plastik
g-whis-igt;gamo_whisper_igt_plastik
d-280;pnevmaticheskaya_vintovka_diana_280
hat-33-mw-tr-p;hatsan_33_mw_tr_plastik
h-33-tr-pl;hatsan_33_tr_plastik
ha-35s-tr;hatsan_35s_tr
hat-at44-10-w;hatsan_at44_10_wood_derevo
bor_wc_401;pnevmaticheskiy_pistolet_borner_wc401
glet_aps_stec;pnevmaticheskiy_pistolet_gletcher_aps_stechkina_aps_blowback
h-a44x-10-w-d;hatsan_at44x_10_wood_derevo
h-bt-65-sb-w;hatsan_bt_65_sb_w
h-bt-65-rb-elite;hatsan_bt_65_rb_elite
h-bt-65-sb-el;hatsan_bt_65_sb_elite
h-125-com;hatsan_125_combo
h-90-mw-tr;hatsan_90_mw_tr
h-125-th-mw;hatsan_125_th_mw
qv-15;pnevmaticheskaya_vintovka_qv_15_derevo
bor-w-3000-m;pnevmaticheskiy-pistolet-borner-w3000m
bor_w_3000;pnevmaticheskiy_pistolet_borner_w3000
mr_512_36;pnevmaticheskaya_vintovka_mr_512_36
bor_spo_705;pnevmaticheskiy_pistolet_borner_sport_705
u-850-air-mag;pnevmaticheskaya_vintovka_umarex_850_air_magnum_plastik
um-850-air-mag;pnevmaticheskaya-vintovka-umarex-850-air-magnum-classic-derevo-adapter
bor_sp_704;pnevmaticheskiy_pistolet_borner_sport_704
v1-1;pnevmaticheskaya_vintovka_v1_1_derevo
b2-2as;pnevmaticheskaya_vintovka_v2_2as
a-qb-20;pnevmaticheskaya_vintovka_aurora_qb_20
au-qb-18;pnevmaticheskaya_vintovka_aurora_qb_18
bor-spo-331-b;pnevmaticheskiy-pistolet-borner-sport-331-blowback
rug-bl-haw;ruger_black_hawk_plastik
u-w-250-dom;pnevmaticheskaya_vintovka_umarex_walther_1250_dominator_ft_plastik
cros-1088-bg-kit;pnevmaticheskiy-pistolet-crosman-1088-bg-kit-ochki-puli-shariki
cros_c21;pnevmaticheskiy_pistolet_crosman_c21
bor_sp_306m;pnevmaticheskiy_pistolet_borner_sport_306m
bor_sp_306;pnevmaticheskiy_pistolet_borner_sport_306
bor_c41;pnevmaticheskiy_pistolet_borner_c41
bor_m84;pnevmaticheskiy_pistolet_borner_m84
bor_pan_801;pnevmaticheskiy_pistolet_borner_panther_801
bor_s_sp_702;pnevmaticheskiy_pistolet_borner_super_sport_702
bor_s_sp_703;pnevmaticheskiy_pistolet_borner_super_sport_703
bor_s_sp_708;pnevmaticheskiy_pistolet_borner_super_sport_708
bor_c11;pnevmaticheskiy_pistolet_borner_c11
bor_321_win_g;pnevmaticheskiy_pistolet_borner_321_win_gun
bor_1911_com;pnevmaticheskiy_pistolet_borner_1911_combat
mr_53_m;pistolet_pnevmaticheskiy_mr_53_m
bor_p_win_304;pnevmaticheskiy_pistolet_borner_power_win_304
um-ste-sto;pnevmaticheskiy_pistolet_umarex_steel_storm_black
um-s-wmi;pistolet_pnevmaticheskiy_umarex_s_w_military_police_45
um-s-w-327-trr8;pnevmaticheskiy_pistolet_umarex_s_w_327_trr8
cx4-st-xt;pnevmaticheskaya_vintovka_umarex_beretta_cx4_storm_xt
um-ha-f-500;pnevmaticheskaya_vintovka_umarex_hammerli_firefox_500_kit
um-w-ever;pnevmaticheskaya_vintovka_umarex_walther_lever_action_gold
w-hw-97k;pnevmaticheskaya_vintovka_weihrauch_hw_97k
w-h-100-t;pnevmaticheskaya_vintovka_weihrauch_hw_100_t_pcp
8-cd1k77np;crosman_venom_8_cd1k77np
gamo_pt85_bl;pnevmaticheskiy_pistolet_gamo_pt_85_blowback
gamo_pt_80_tac;pnevmaticheskiy_pistolet_gamo_pt_80_tactical
gamo_p_900;pnevmaticheskiy_pistolet_gamo_p_900
alfa-7-cam;alfamax_mod_7_camo
alfa-7-mw;alfamax_mod_7_mw
alfa-21w-der;alfamax_mod_21w_der
alfa-21-pls-o;alfamax_mod_21_pls_ort_pr
g-cfr-igt;gamo_vydelit_cfr_igt
alfa-9-mw;alfamax_mod_9_mw
alfa-10-der;alfamax_mod_10_der
alfa-mod-11;alfamax_mod_11_der
smersh_h56;pnevmaticheskiy_pistolet_smersh_h56
smersh_h57;pnevmaticheskiy_pistolet_smersh_h57
smersh_h_60;pnevmaticheskiy_pistolet_smersh_h_60_4_5mm
smersh_h59;pnevmaticheskiy_pistolet_smersh_h59
smersh-h68;pnevmaticheskiy-pistolet-smersh-h68-blowback
smersh-h67;pnevmaticheskiy-pistolet-smersh-h-67-blowback
smersh-h64-1911;pnevmaticheskiy-pistolet-smersh-h-64-4-5mm-kolt-1911-blowback
smersh-h62-92;pnevmaticheskiy-pistolet-smersh-h-62-beretta-92-blowback
um-ma-res;pnevmaticheskiy_pistolet_umarex_magnum_research_desert_eagle
um-p-sp;pnevmaticheskiy_pistolet_umarex_cp_sport_chyernyy
aps-ste;aps_stechkin
um-ra-gun;pnevmaticheskiy_pistolet_umarex_race_gun
um-wa-cp99;pnevmaticheskiy_pistolet_umarex_walther_cp99_nickel
um-wal-cp99;pnevmaticheskiy_pistolet_umarex_walther_cp99_flat_dark_earth
um-wal-cp88;pnevmaticheskiy_pistolet_umarex_walther_cp88_competition_black
alfa-14-th-ca;alfamax_mod_14_th_camo
alfa-9-camo;alfamax_mod_9_camo
um-ha-750;pnevmaticheskaya_vintovka_umarex_hammerli_hunter_force_750_combo
um-walt-1250;pnevmaticheskaya_vintovka_umarex_walther_1250_dominator_ft_pro
at44-10-mw;at44_10_mw
izh_60;vintovka_pnevmaticheskaya_izh_60
alf-18-od-pls;alfamax_mod_18_od_pls
alf-18-th-pls;alfamax_mod_18_th_pls
alf-18-th-cam;alfamax_mod_18_th_camo
alf-18-th-mw;alfamax_mod_18_th_mw
alf-18-th-od;alfamax_mod_18_th_od
alfa-19;alfamax_mod_19_der
alf-mod-1-mw;alfamax_mod_1_mw
alf-mod-1;alfamax_mod_1_pls
alfa-mod-2;alfamax_mod_2_der
alf-mod-4-pls;alfamax_mod_4_pls
alf-mod-4-cam;alfamax_mod_4_camo
alf-mod-4-mw;alfamax_mod_4_mw
alf-mod-6;alfamax_mod_6_pls
alf-21s-pls;alfamax_mod_21s_pls
alfa-21-lon;alfamax_mod_21_long_pls
alf-21s-lon;alfamax_mod_21s_long_pls
alf-22;alfamax_mod_22_pls
alf-24-pls;alfamax_mod_24_pls
alfa-mod-23;alfamax_mod_23_pls
alfa-24-w;alfamax_mod_24_w_pls
alfa-23-w;alfamax_mod_23_wpls
alf-23-lit;alfamax_mod_23_elite_pls
alfa-24-eli;alfamax_mod_24_elite_pls
alf-mod-1-cam;alfamax_mod_1_camo
alf-mod-8-pls;alfamax_mod_8_pls
glet_tt_blow;pnevmaticheskiy_pistolet_gletcher_tt_blowback
c-tr77nps;crosman-tr77nps
wei-hw-57;pnevmaticheskaya_vintovka_weihrauch_hw_57
w-hw-97-k;pnevmaticheskaya_vintovka_weihrauch_hw_97_k
w-hw-97-kt;pnevmaticheskaya_vintovka_weihrauch_hw_97_kt
w-hw98;pnevmaticheskaya_vintovka_weihrauch_hw98
s-l110-hi-po;pnevmaticheskaya_vintovka_steyr_lg110_high_power
ste-lg-110;pnevmaticheskaya_vintovka_steyr_lg_110_hunting
st-lg-110;pnevmaticheskaya_vintovka_steyr_lg_110_running_target
um-pm-ult;pnevmaticheskiy_pistolet_umarex_pm_ultra_blowback
h-44-10;hatsan_44_10_v_komplektatsii_s_nasosom_i_moderatorom_4_kamery
h-at44s-10;hatsan_at44s_10
hat_mod_25_sup;pnevmaticheskiy_pistolet_hatsan_mod_25_supercharger
hat_mod_25_s;pnevmaticheskiy_pistolet_hatsan_mod_25_supertact
hat_at_p1;pnevmaticheskiy_pistolet_hatsan_at_p1
hat_at_p2;pnevmaticheskiy_pistolet_hatsan_at_p2
h-gal-1;hatsan_galatian_1
hat-gala-2;hatsan_galatian_2
hat-ga-1-cara;hatsan_galatian_1_carabine
hat-85-snip;hatsan_85_sniper
hat-44-10-tac;hatsan_at44_10_tactical
hat-at44-10-w-l;hatsan_at44_10_wood_long
hat-str-ed;hatsan_striker_edge
hat-str-jun;hatsan_striker_junior
cros_benj_t_np;pnevmaticheskiy_pistolet_crosman_benjamin_trail_np
at44-10-t-l;at44_10_tact_long
edg-mor;pnevmaticheskaya_vintovka_edgun_morana
ed-ma-r3m;pnevmaticheskaya_vintovka_edgun_matador_r3m_standartnyy
edg-mat-r3m;pnevmaticheskaya_vintovka_edgun_matador_r3m_udlinennyy
ed-mat-r3m;pnevmaticheskaya_vintovka_edgun_matador_r3m_ukorochennyy
edg_vel_4_5;pnevmaticheskiy_pistolet_edgun_veles_4_5_mm
edg_vel_5_5;pnevmaticheskiy_pistolet_edgun_veles_5_5_mm
hat-44-10-v-ko;hatsan_44_10_v_komplektatsii_s_nasosom
csm-2100-b;crosman-2100-b-pritsel-3-7x28
g-d-fox-gt-wh;pnevmaticheskaya-vintovka-gamo-delta-fox-gt-whisper
mr-661k-09;pnevmaticheskiy-pistolet-mr-661k-09-drozd-bunkernyy-
bor-kmb-76;pnevmaticheskiy-pistolet-borner-kmb76
hat-25;pnevmaticheskiy-pistolet-hatsan-25
um-iwi-min;pnevmaticheskiy-pistolet-umarex-iwi-mini-uzi-blowback
um-leg-c96;pnevmaticheskiy-pistolet-umarex-legends-c96-blowback
bor-kmb-15;pnevmaticheskiy-pistolet-borner-kmb15-blowback
bor-kmb-12;pnevmaticheskiy-pistolet-borner-kmb12-blowback
bor-kmb-76;pnevmaticheskiy-pistolet-borner-kmb76-blowback
bor-kmb-77;pnevmaticheskiy-pistolet-borner-kmb77-blowback
bor-z116;pnevmaticheskiy-pistolet-borner-z116-blowback
cros-pr-077-cs;pnevmaticheskiy-pistolet-crosman-pr077cs-blowback
asg-75p-07-dbl;pnevmaticheskiy-pistolet-asg-cz-75-p-07-duty-blowback
asg-9cc-17301;pnevmaticheskiy-pistolet-asg-bersa-bp9cc-17301-blowback
gamo-af-10;pnevmaticheskiy-pistolet-gamo-af-10
gamo-c-15-bl;pnevmaticheskiy-pistolet-gamo-c-15-blowback
gamo-comp;pnevmaticheskiy-pistolet-gamo-compact
gamo-pr-45;pnevmaticheskiy-pistolet-gamo-pr-45-
gamo-pt-85-t-b;pnevmaticheskiy-pistolet-gamo-pt-85-tactical-blowback
glet-p226-s5;pnevmaticheskiy-pistolet-gletcher-ss-p226-s5-blowback
glet-tgc;pnevmaticheskiy-pistolet-gletcher-tgc-blowback
glet-tlc;pnevmaticheskiy-pistoletgletcher-tlc-blowback
glet-p-08-bl;pnevmaticheskiy-pistolet-gletcher-p-08-blowback
glet-tt-p;pnevmaticheskiy-pistolet-gletcher-tt-p
glet-par-blow;pnevmaticheskiy-pistolet-gletcher-parabellum-blowback
glet-m712;pnevmaticheskiy-pistolet-gletcher-m712-blowback
glet-ngt-sil;pnevmaticheskiy-pistolet-gletcher-ngt-silver
glet-clt-b25;pnevmaticheskiy-revolver-gletcher-clt-b25
glet-clt-b4;pnevmaticheskiy-revolver-gletcher-clt-b4
glet-clt-b6;pnevmaticheskiy-revolver-gletcher-clt-b6
glet-m-1891;pnevmaticheskiy-pistolet-gletcher-m1891
glet-aps-p;pnevmaticheskiy-pistolet-gletcher-aps-p
cros-ccp-8b2;pnevmaticheskiy-pistolet-crosman-vigilante-ccp8b2
cros-1701-p;pnevmaticheskiy-pistolet-crosman-1701p
mr-654k-38;pnevmaticheskiy-pistolet-mr-654k-38-300-500-seriya-plastikovaya-rukoyatka
um-mor-pist;pnevmaticheskiy-pistolet-umarex-morph-pistol-nabor-k-pistoletu-pnevm-umarex-morph-pistol-stvol-tseve
um-morp-pis;nabor-k-pistoletu-pnevm-umarex-morph-pistol-stvol-tseve-priklad
cros-1911-bb;pnevmaticheskiy-pistolet-crosman-1911bb-
c-b-m-bp1764s;pnevmaticheskaya-vintovka-crosman-benjamin-marauder-bp1764s
c-m4-177t;crosman-m4-177t-bezhevaya
cros-mk-177;crosman-mk-177
cros-1911-bbb;pnevmaticheskiy-pistolet-crosman-1911bbb-blowback
swis-ar-p-92-ltsu;pnevmaticheskiy-pistolet-swiss-arms-p-92-s-ltsu
swis-bw-1911-r2-lts;pnevmaticheskiy-pistolet-swiss-arms-bw1911-r2-s-ltsu
swis-p-1911-mat;pnevmaticheskiy-pistolet-swiss-arms-p1911-match-288708
swis-arm-sa-1911;pnevmaticheskiy-pistolet-swiss-arms-1911-288013
swis-arm-p-1911;pnevmaticheskiy-pistolet-swiss-arms-p1911-288710
swis-arm-pm;pnevmaticheskiy-pistolet-swiss-arms-pm-
swis-arm-p-92;pnevmaticheskiy-pistolet-swiss-arms-p-92-288709-
swis-arm-sa-prot;pnevmaticheskiy-pistolet-pulemet-swiss-arms-sa-protector-288503
swis-ar-tan-lim-cust;pnevmaticheskiy-pistolet-swiss-arms-tanfoglio-limited-custom-358005-
sw-arms-t-g-cust-eric;pnevmaticheskiy-pistolet-swiss-arms-tanfoglio-gold-custom-eric-358004
sw-ar-bw-1911-r2;pnevmaticheskiy-pistolet-swiss-arms-bw1911-r2-258000
sw-ar-p226-x-five;pnevmaticheskiy-pistolet-swiss-arms-sig-x-five-288501
swis-ar-sp-2022-dt;pnevmaticheskiy-pistolet-swiss-arms-sig-sp2022-288200
swis-arm-357-4;pnevmaticheskiy-revolver-swiss-arms-357-4-288016
swis-arm-sa-941;pnevmaticheskiy-pistolet-swiss-arms-941-288014
swis-ar-sp-2022-dtm;pnevmaticheskiy-pistolet-swiss-arms-sig-sp2022-dual-tone-288210
swis-ar-s2l-xs2;pnevmaticheskiy-pistolet-swiss-arms-s2-air-pistol-xs2-
swis-ar-357-6;pnevmaticheskiy-revolver-swiss-arms-357-6-288017
swis-ar-blac-bw9;pnevmaticheskiy-pistolet-pulemet-swiss-arms-blackwater-bw9-version-258001-
swis-ar-sp-2022-bm;pnevmaticheskiy-pistolet-swiss-arms-sig-sp2022-black-288012
swis-arm-p-84;pnevmaticheskiy-pistolet-swiss-arms-p-84-288707-
swis-ar-sp-2022-bl;pnevmaticheskiy-pistolet-swiss-arms-sig-sp2022-black-288000
crick-kom-pla;pnevmaticheskaya-vintovka-cricket-kompakt-plastik-s-keysami-pod-barabany-5-5mm
cric-komp;pnevmaticheskaya-vintovka-cricket-kompakt-orekh-s-keysami-pod-barabany-5-5mm-
cric-st-ore;pnevmaticheskaya-vintovka-cricket-standart-orekh-s-keysami-pod-barabany-6-35mm
cric-stan-ore;pnevmaticheskaya-vintovka-cricket-standart-v-lozhe-orekh-s-keysami-pod-barabany-5-5mm-
cric-sta-plas;pnevmaticheskaya-vintovka-cricket-standart-plastik-s-keysami-pod-barabany-5-5mm
cric-kom-ore;pnevmaticheskaya-vintovka-cricket-kompakt-v-lozhe-orekh-s-keysami-pod-barabany-4-5mm
cric-carab;pnevmaticheskaya-vintovka-cricket-carabine
coli-ore;pnevmaticheskaya-vintovka-colibri-v-lozhe-orekh
asg-bers-9-pro;pnevmaticheskiy-pistolet-asg-bersa-thunder-9-pro-4-5-mm
bers-bp9-cc-bl;pnevmaticheskiy-pistolet-bersa-bp9cc-blowback-metall-serebro
mr-61-09;pnevmaticheskaya-vintovka-mr-61-09
h-at44-10-l;pnevmaticheskaya-vintovka-hatsan-at44-10-long
c-bp1764-b-m;pnevmaticheskaya-vintovka-crosman-bp1764-benjamin-marauder
s-g-i-b-3-2;shanghai-glyn-inc-mod-b-3-2-kal-4-5-mm
s-g-i-1070;shanghai-glyn-inc-mod-beeman-1070-kal-4-5-mm
sh-gl-i-1050;shanghai-glyn-inc-mod-beeman-1050-kal-4-5-mm
s-g-inc-b-3-3;shanghai-glyn-inc-mod-b-3-3-kal-4-5-mm
s-g-i-b-3-1;shanghai-glyn-inc-mod-b-3-1-kal-4-5-mm
sh-gl-i-b-2;shanghai-glyn-inc-mod-b-2-kal-4-5-mm
s-g-i-b-2-2;shanghai-glyn-inc-mod-b-2-2-kal-4-5-mm
sh-gl-i-v2-1;shanghai-glyn-inc-mod-v2-1-kal-4-5-mm
sh-gl-i-v1;shanghai-glyn-inc-mod-v1-kal-4-5-mm
s-g-inc-qb36-1;shanghai-glyn-inc-mod-qb36-1-kal-4-5mm
s-g-i-qb23;shanghai-glyn-inc-mod-qb23-kal-4-5-mm
s-g-i-qb18a;shanghai-glyn-inc-mod-qb18a-kal-4-5-mm
s-gl-i-qb15a;shanghai-glyn-inc-mod-qb15a-kal-4-5mm
s-g-i-ar-1000;shanghai-glyn-inc-mod-ar-1000-fc-magnum-kal-4-5-mm
sh-gl-in-36-2;shanghai-glyn-inc-mod-qb-36-2-kal-5-5-mm
sh-gl-qb-36-1;shanghai-glyn-inc-mod-qb-36-1-kal-5-5-mm
s-g-i-qb-23;shanghai-glyn-inc-mod-qb-23-kal-5-5-mm
s-g-inc-ar-3000;shanghai-glyn-inc-mod-ar-3000-fc-hunter-kal-5-5-mm
tss-fo-co-ltd;tss-fortune-co-ltd-mod-v3-2-kal-4-5-mm
tss-f-co-v3;tss-fortune-co-ltd-mod-v3-1-kal-4-5mm
tss-f-co-ltd;tss-fortune-co-ltd-mod-v2-1-kal-4-5mm
tss-f-co-mv1-3;tss-fortune-co-ltd-mod-v1-3-kal-4-5mm
ts-f-co-ltd;tss-fortune-co-ltd-mod-v1-1-kal-4-5mm-
t-fo-co-ltd;tss-fortune-co-ltd-mod-wf600-vint-4-5mm-der-
tss-fo-c-ltd;tss-fortune-co-ltd-mod-v1-4-vint-4-5mm-der-
t-f-co-ltd;tss-fortune-co-ltd-mod-v2-3vint-4-5mm-der-nar-stv
tss-for-co-ltd;tss-fortune-co-ltd-mod-v2-4p-vint-4-5mm-pls
t-for-co-ltd;tss-fortune-co-ltd-mod-wf600p-vint-4-5mm-pls
tss-s2;tss-fortune-co-ltd-mod-s2-pist-4-5mm-der
ares-mod-1-w;pnevmaticheskaya-vintovka-ares-mod-1-w
ar-mod-6;pnevmaticheskaya-vintovka-ares-mod-6
str-s-20;pnevmaticheskaya-vintovka-strong-s-20
atam-416-c-rb;pnevmaticheskaya-vintovka-bull-pap-ataman-m2r-standart-orekh-6-35
wal-lg-300-jun;pnevmaticheskaya-vintovka-walther-lg-300-junior
wal-lg-300-uni;pnevmaticheskaya-vintovka-walther-lg-300-universal
wal-lg-400-un;pnevmaticheskaya-vintovka-walther-lg-400-universal
wal-lg400-alu;pnevmaticheskaya-vintovka-walther-lg400-alutec-economy-re-m
wal-lg400;pnevmaticheskaya-vintovka-walther-lg400-alutec-competition-re-m
wal-lg400-ana;pnevmaticheskaya-vintovka-walther-lg400-anatomic-expert-re-m
st-at-como-16x40ao;pnevmaticheskaya-vintovka-stoeger-atac-combo-4-16x40ao-4-5-mm-30702
st-x10-sync-4-5;pnevmaticheskaya-vintovka-stoeger-x10-synthetic-4-5-mm-30057
stor-x10-wo-co-45;pnevmaticheskaya-vintovka-stoeger-x10-wood-combo-4-5-mm-30048
